train dataset: size=20260
  inp: shape=(1, 64, 64)
  coord: shape=(4096, 2)
  cell: shape=(4096, 2)
  gt: shape=(4096, 1)
val dataset: size=52
  inp: shape=(1, 864, 1536)
  coord: shape=(2073600, 2)
  cell: shape=(2073600, 2)
  gt: shape=(2073600, 1)
model: #params=34.1K
epoch 1/1000, train: loss=0.0659, val: psnr=30.4425, 47.1s 47.1s/13.1h
epoch 297/1000, train: loss=0.0523, val: psnr=30.8706, 32.4s 2.7h/9.0h
epoch 298/1000, train: loss=0.0523, val: psnr=30.8819, 32.3s 2.7h/9.0h
epoch 299/1000, train: loss=0.0526, val: psnr=30.8789, 32.3s 2.7h/9.0h
epoch 300/1000, train: loss=0.0523, val: psnr=30.8862, 32.1s 2.7h/9.0h
epoch 301/1000, train: loss=0.0523, val: psnr=30.8858, 32.3s 2.7h/9.0h
epoch 302/1000, train: loss=0.0526, val: psnr=30.8794, 32.5s 2.7h/9.0h
epoch 303/1000, train: loss=0.0523, val: psnr=30.8795, 32.6s 2.7h/9.0h
epoch 304/1000, train: loss=0.0525, val: psnr=30.8703, 32.4s 2.7h/9.0h
epoch 305/1000, train: loss=0.0524, val: psnr=30.8700, 32.3s 2.7h/9.0h
epoch 306/1000, train: loss=0.0522, val: psnr=30.8777, 32.4s 2.8h/9.0h
epoch 307/1000, train: loss=0.0522, val: psnr=30.8756, 32.2s 2.8h/9.0h
epoch 308/1000, train: loss=0.0525, val: psnr=30.8641, 32.3s 2.8h/9.0h
epoch 309/1000, train: loss=0.0524, val: psnr=30.8735, 32.3s 2.8h/9.0h
epoch 310/1000, train: loss=0.0525, val: psnr=30.8817, 32.2s 2.8h/9.0h
epoch 311/1000, train: loss=0.0522, val: psnr=30.8880, 32.4s 2.8h/9.0h
epoch 312/1000, train: loss=0.0518, val: psnr=30.8743, 32.2s 2.8h/9.0h
epoch 313/1000, train: loss=0.0525, val: psnr=30.8743, 32.3s 2.8h/9.0h
epoch 314/1000, train: loss=0.0521, val: psnr=30.8785, 32.4s 2.8h/9.0h
epoch 315/1000, train: loss=0.0523, val: psnr=30.8848, 32.2s 2.8h/9.0h
epoch 316/1000, train: loss=0.0522, val: psnr=30.8478, 32.2s 2.8h/9.0h
epoch 317/1000, train: loss=0.0525, val: psnr=30.8815, 32.3s 2.9h/9.0h
epoch 318/1000, train: loss=0.0521, val: psnr=30.8710, 32.3s 2.9h/9.0h
epoch 319/1000, train: loss=0.0522, val: psnr=30.8785, 32.5s 2.9h/9.0h
epoch 320/1000, train: loss=0.0521, val: psnr=30.8758, 32.4s 2.9h/9.0h
epoch 321/1000, train: loss=0.0522, val: psnr=30.8709, 32.6s 2.9h/9.0h
epoch 322/1000, train: loss=0.0525, val: psnr=30.8854, 32.3s 2.9h/9.0h
epoch 323/1000, train: loss=0.0526, val: psnr=30.8816, 32.4s 2.9h/9.0h
epoch 324/1000, train: loss=0.0523, val: psnr=30.8717, 32.0s 2.9h/9.0h
epoch 325/1000, train: loss=0.0524, val: psnr=30.8819, 32.1s 2.9h/9.0h
epoch 326/1000, train: loss=0.0530, val: psnr=30.8887, 32.5s 2.9h/9.0h
epoch 327/1000, train: loss=0.0521, val: psnr=30.8810, 32.7s 2.9h/9.0h
epoch 328/1000, train: loss=0.0525, val: psnr=30.8807, 32.4s 3.0h/9.0h
epoch 329/1000, train: loss=0.0526, val: psnr=30.8790, 32.4s 3.0h/9.0h
epoch 330/1000, train: loss=0.0525, val: psnr=30.8861, 32.5s 3.0h/9.0h
epoch 331/1000, train: loss=0.0523, val: psnr=30.8809, 32.3s 3.0h/9.0h
epoch 332/1000, train: loss=0.0522, val: psnr=30.8711, 32.7s 3.0h/9.0h
epoch 333/1000, train: loss=0.0525, val: psnr=30.8788, 32.3s 3.0h/9.0h
epoch 334/1000, train: loss=0.0524, val: psnr=30.8758, 32.3s 3.0h/9.0h
epoch 335/1000, train: loss=0.0524, val: psnr=30.8838, 32.4s 3.0h/9.0h
epoch 336/1000, train: loss=0.0523, val: psnr=30.8804, 32.3s 3.0h/9.0h
epoch 337/1000, train: loss=0.0527, val: psnr=30.8805, 32.5s 3.0h/9.0h
epoch 338/1000, train: loss=0.0525, val: psnr=30.8735, 32.5s 3.0h/9.0h
epoch 339/1000, train: loss=0.0521, val: psnr=30.8809, 32.3s 3.1h/9.0h
epoch 340/1000, train: loss=0.0522, val: psnr=30.8831, 32.4s 3.1h/9.0h
epoch 341/1000, train: loss=0.0522, val: psnr=30.8681, 32.6s 3.1h/9.0h
epoch 342/1000, train: loss=0.0520, val: psnr=30.8778, 32.3s 3.1h/9.0h
epoch 343/1000, train: loss=0.0523, val: psnr=30.8650, 32.3s 3.1h/9.0h
epoch 344/1000, train: loss=0.0525, val: psnr=30.8833, 32.2s 3.1h/9.0h
epoch 345/1000, train: loss=0.0522, val: psnr=30.8807, 32.3s 3.1h/9.0h
epoch 346/1000, train: loss=0.0520, val: psnr=30.8743, 32.0s 3.1h/9.0h
epoch 347/1000, train: loss=0.0521, val: psnr=30.8765, 32.2s 3.1h/9.0h
epoch 348/1000, train: loss=0.0519, val: psnr=30.8744, 32.1s 3.1h/9.0h
epoch 349/1000, train: loss=0.0526, val: psnr=30.8779, 32.3s 3.1h/9.0h
epoch 350/1000, train: loss=0.0523, val: psnr=30.8687, 32.1s 3.2h/9.0h
epoch 351/1000, train: loss=0.0524, val: psnr=30.8825, 32.3s 3.2h/9.0h
epoch 352/1000, train: loss=0.0528, val: psnr=30.8743, 32.0s 3.2h/9.0h
epoch 353/1000, train: loss=0.0527, val: psnr=30.8794, 32.1s 3.2h/9.0h
epoch 354/1000, train: loss=0.0522, val: psnr=30.8817, 32.2s 3.2h/9.0h
epoch 355/1000, train: loss=0.0526, val: psnr=30.8811, 32.6s 3.2h/9.0h
epoch 356/1000, train: loss=0.0522, val: psnr=30.8783, 32.3s 3.2h/9.0h
epoch 357/1000, train: loss=0.0522, val: psnr=30.8865, 32.5s 3.2h/9.0h
epoch 358/1000, train: loss=0.0523, val: psnr=30.8754, 32.5s 3.2h/9.0h
epoch 359/1000, train: loss=0.0526, val: psnr=30.8717, 32.4s 3.2h/9.0h
epoch 360/1000, train: loss=0.0523, val: psnr=30.8856, 32.3s 3.2h/9.0h
epoch 361/1000, train: loss=0.0521, val: psnr=30.8783, 32.4s 3.3h/9.0h
epoch 362/1000, train: loss=0.0525, val: psnr=30.8707, 32.4s 3.3h/9.0h
epoch 363/1000, train: loss=0.0523, val: psnr=30.8813, 32.4s 3.3h/9.0h
epoch 364/1000, train: loss=0.0524, val: psnr=30.8773, 32.5s 3.3h/9.0h
epoch 365/1000, train: loss=0.0524, val: psnr=30.8876, 32.3s 3.3h/9.0h
epoch 366/1000, train: loss=0.0523, val: psnr=30.8859, 32.3s 3.3h/9.0h
epoch 367/1000, train: loss=0.0525, val: psnr=30.8698, 32.2s 3.3h/9.0h
epoch 368/1000, train: loss=0.0522, val: psnr=30.8828, 32.4s 3.3h/9.0h
epoch 369/1000, train: loss=0.0523, val: psnr=30.8786, 32.4s 3.3h/9.0h
epoch 370/1000, train: loss=0.0523, val: psnr=30.8733, 32.6s 3.3h/9.0h
epoch 371/1000, train: loss=0.0521, val: psnr=30.8788, 32.3s 3.3h/9.0h
epoch 372/1000, train: loss=0.0524, val: psnr=30.8746, 32.5s 3.4h/9.0h
epoch 373/1000, train: loss=0.0525, val: psnr=30.8784, 32.2s 3.4h/9.0h
epoch 374/1000, train: loss=0.0526, val: psnr=30.8860, 32.5s 3.4h/9.0h
epoch 375/1000, train: loss=0.0522, val: psnr=30.8825, 32.3s 3.4h/9.0h
epoch 376/1000, train: loss=0.0523, val: psnr=30.8827, 32.1s 3.4h/9.0h
epoch 377/1000, train: loss=0.0523, val: psnr=30.8757, 32.3s 3.4h/9.0h
epoch 378/1000, train: loss=0.0525, val: psnr=30.8824, 32.3s 3.4h/9.0h
epoch 379/1000, train: loss=0.0522, val: psnr=30.8864, 32.2s 3.4h/9.0h
epoch 380/1000, train: loss=0.0522, val: psnr=30.8754, 32.1s 3.4h/9.0h
epoch 381/1000, train: loss=0.0523, val: psnr=30.8842, 32.4s 3.4h/9.0h
epoch 382/1000, train: loss=0.0524, val: psnr=30.8795, 32.2s 3.4h/9.0h
epoch 383/1000, train: loss=0.0523, val: psnr=30.8851, 32.5s 3.4h/9.0h
epoch 384/1000, train: loss=0.0527, val: psnr=30.8875, 32.6s 3.5h/9.0h
epoch 385/1000, train: loss=0.0522, val: psnr=30.8769, 32.4s 3.5h/9.0h
epoch 386/1000, train: loss=0.0522, val: psnr=30.8771, 32.4s 3.5h/9.0h
epoch 387/1000, train: loss=0.0524, val: psnr=30.8816, 32.3s 3.5h/9.0h
epoch 388/1000, train: loss=0.0521, val: psnr=30.8736, 32.4s 3.5h/9.0h
epoch 389/1000, train: loss=0.0522, val: psnr=30.8764, 32.4s 3.5h/9.0h
epoch 390/1000, train: loss=0.0523, val: psnr=30.8781, 32.4s 3.5h/9.0h
epoch 391/1000, train: loss=0.0525, val: psnr=30.8763, 32.4s 3.5h/9.0h
epoch 392/1000, train: loss=0.0521, val: psnr=30.8713, 32.2s 3.5h/9.0h
epoch 393/1000, train: loss=0.0523, val: psnr=30.8720, 32.2s 3.5h/9.0h
epoch 394/1000, train: loss=0.0525, val: psnr=30.8772, 32.1s 3.5h/9.0h
epoch 395/1000, train: loss=0.0523, val: psnr=30.8891, 32.3s 3.6h/9.0h
epoch 396/1000, train: loss=0.0523, val: psnr=30.8849, 32.4s 3.6h/9.0h
epoch 397/1000, train: loss=0.0523, val: psnr=30.8862, 32.4s 3.6h/9.0h
epoch 398/1000, train: loss=0.0523, val: psnr=30.8840, 32.3s 3.6h/9.0h
epoch 399/1000, train: loss=0.0522, val: psnr=30.8901, 32.4s 3.6h/9.0h
epoch 400/1000, train: loss=0.0521, val: psnr=30.8676, 32.5s 3.6h/9.0h
epoch 401/1000, train: loss=0.0523, val: psnr=30.8879, 32.4s 3.6h/9.0h
epoch 402/1000, train: loss=0.0525, val: psnr=30.8863, 32.4s 3.6h/9.0h
epoch 403/1000, train: loss=0.0523, val: psnr=30.8875, 32.9s 3.6h/9.0h
epoch 404/1000, train: loss=0.0524, val: psnr=30.8844, 32.4s 3.6h/9.0h
epoch 405/1000, train: loss=0.0524, val: psnr=30.8862, 32.4s 3.6h/9.0h
epoch 406/1000, train: loss=0.0522, val: psnr=30.8763, 32.4s 3.7h/9.0h
epoch 407/1000, train: loss=0.0524, val: psnr=30.8833, 32.2s 3.7h/9.0h
epoch 408/1000, train: loss=0.0523, val: psnr=30.8896, 32.2s 3.7h/9.0h
epoch 409/1000, train: loss=0.0524, val: psnr=30.8874, 32.2s 3.7h/9.0h
epoch 410/1000, train: loss=0.0526, val: psnr=30.8827, 32.5s 3.7h/9.0h
epoch 411/1000, train: loss=0.0525, val: psnr=30.8851, 32.3s 3.7h/9.0h
epoch 412/1000, train: loss=0.0525, val: psnr=30.8809, 32.5s 3.7h/9.0h
epoch 413/1000, train: loss=0.0521, val: psnr=30.8843, 32.6s 3.7h/9.0h
epoch 414/1000, train: loss=0.0523, val: psnr=30.8805, 32.4s 3.7h/9.0h
epoch 415/1000, train: loss=0.0522, val: psnr=30.8783, 32.4s 3.7h/9.0h
epoch 416/1000, train: loss=0.0523, val: psnr=30.8917, 32.6s 3.7h/9.0h
epoch 417/1000, train: loss=0.0521, val: psnr=30.8810, 32.2s 3.8h/9.0h
epoch 418/1000, train: loss=0.0521, val: psnr=30.8763, 32.4s 3.8h/9.0h
epoch 419/1000, train: loss=0.0520, val: psnr=30.8854, 32.2s 3.8h/9.0h
epoch 420/1000, train: loss=0.0523, val: psnr=30.8788, 32.5s 3.8h/9.0h
epoch 421/1000, train: loss=0.0524, val: psnr=30.8784, 32.5s 3.8h/9.0h
epoch 422/1000, train: loss=0.0527, val: psnr=30.8856, 32.5s 3.8h/9.0h
epoch 423/1000, train: loss=0.0523, val: psnr=30.8863, 32.3s 3.8h/9.0h
epoch 424/1000, train: loss=0.0524, val: psnr=30.8849, 32.4s 3.8h/9.0h
epoch 425/1000, train: loss=0.0523, val: psnr=30.8846, 32.1s 3.8h/9.0h
epoch 426/1000, train: loss=0.0526, val: psnr=30.8812, 32.4s 3.8h/9.0h
epoch 427/1000, train: loss=0.0522, val: psnr=30.8894, 32.3s 3.8h/9.0h
epoch 428/1000, train: loss=0.0523, val: psnr=30.8847, 32.3s 3.9h/9.0h
epoch 429/1000, train: loss=0.0524, val: psnr=30.8872, 32.3s 3.9h/9.0h
epoch 430/1000, train: loss=0.0526, val: psnr=30.8844, 32.4s 3.9h/9.0h
epoch 431/1000, train: loss=0.0524, val: psnr=30.8858, 32.6s 3.9h/9.0h
epoch 432/1000, train: loss=0.0522, val: psnr=30.8816, 32.4s 3.9h/9.0h
epoch 433/1000, train: loss=0.0522, val: psnr=30.8883, 32.4s 3.9h/9.0h
epoch 434/1000, train: loss=0.0522, val: psnr=30.8860, 32.5s 3.9h/9.0h
epoch 435/1000, train: loss=0.0524, val: psnr=30.8897, 32.4s 3.9h/9.0h
epoch 436/1000, train: loss=0.0520, val: psnr=30.8832, 32.4s 3.9h/9.0h
epoch 437/1000, train: loss=0.0523, val: psnr=30.8852, 32.5s 3.9h/9.0h
epoch 438/1000, train: loss=0.0522, val: psnr=30.8790, 32.6s 3.9h/9.0h
epoch 439/1000, train: loss=0.0520, val: psnr=30.8846, 32.7s 4.0h/9.0h
epoch 440/1000, train: loss=0.0523, val: psnr=30.8834, 32.5s 4.0h/9.0h
epoch 441/1000, train: loss=0.0524, val: psnr=30.8828, 32.6s 4.0h/9.0h
epoch 442/1000, train: loss=0.0522, val: psnr=30.8890, 32.4s 4.0h/9.0h
epoch 443/1000, train: loss=0.0522, val: psnr=30.8833, 32.4s 4.0h/9.0h
epoch 444/1000, train: loss=0.0523, val: psnr=30.8811, 32.5s 4.0h/9.0h
epoch 445/1000, train: loss=0.0525, val: psnr=30.8844, 32.4s 4.0h/9.0h
epoch 446/1000, train: loss=0.0522, val: psnr=30.8803, 32.5s 4.0h/9.0h
epoch 447/1000, train: loss=0.0523, val: psnr=30.8737, 32.5s 4.0h/9.0h
epoch 448/1000, train: loss=0.0524, val: psnr=30.8759, 32.3s 4.0h/9.0h
epoch 449/1000, train: loss=0.0523, val: psnr=30.8903, 32.6s 4.0h/9.0h
epoch 450/1000, train: loss=0.0521, val: psnr=30.8875, 32.5s 4.1h/9.0h
epoch 451/1000, train: loss=0.0525, val: psnr=30.8880, 32.1s 4.1h/9.0h
epoch 452/1000, train: loss=0.0523, val: psnr=30.8805, 32.7s 4.1h/9.0h
epoch 453/1000, train: loss=0.0523, val: psnr=30.8837, 32.3s 4.1h/9.0h
epoch 454/1000, train: loss=0.0521, val: psnr=30.8881, 32.4s 4.1h/9.0h
epoch 455/1000, train: loss=0.0523, val: psnr=30.8865, 32.3s 4.1h/9.0h
epoch 456/1000, train: loss=0.0524, val: psnr=30.8799, 32.2s 4.1h/9.0h
epoch 457/1000, train: loss=0.0526, val: psnr=30.8789, 32.6s 4.1h/9.0h
epoch 458/1000, train: loss=0.0524, val: psnr=30.8812, 32.4s 4.1h/9.0h
epoch 459/1000, train: loss=0.0523, val: psnr=30.8846, 32.4s 4.1h/9.0h
epoch 460/1000, train: loss=0.0523, val: psnr=30.8875, 32.5s 4.1h/9.0h
epoch 461/1000, train: loss=0.0522, val: psnr=30.8895, 32.4s 4.2h/9.0h
epoch 462/1000, train: loss=0.0521, val: psnr=30.8796, 32.2s 4.2h/9.0h
epoch 463/1000, train: loss=0.0524, val: psnr=30.8834, 32.3s 4.2h/9.0h
epoch 464/1000, train: loss=0.0522, val: psnr=30.8886, 32.6s 4.2h/9.0h
epoch 465/1000, train: loss=0.0523, val: psnr=30.8835, 32.5s 4.2h/9.0h
epoch 466/1000, train: loss=0.0517, val: psnr=30.8821, 32.4s 4.2h/9.0h
epoch 467/1000, train: loss=0.0525, val: psnr=30.8842, 32.1s 4.2h/9.0h
epoch 468/1000, train: loss=0.0521, val: psnr=30.8868, 32.6s 4.2h/9.0h
epoch 469/1000, train: loss=0.0524, val: psnr=30.8836, 32.4s 4.2h/9.0h
epoch 470/1000, train: loss=0.0521, val: psnr=30.8774, 32.7s 4.2h/9.0h
epoch 471/1000, train: loss=0.0521, val: psnr=30.8892, 32.3s 4.2h/9.0h
epoch 472/1000, train: loss=0.0519, val: psnr=30.8756, 32.4s 4.3h/9.0h
epoch 473/1000, train: loss=0.0522, val: psnr=30.8843, 32.3s 4.3h/9.0h
epoch 474/1000, train: loss=0.0524, val: psnr=30.8836, 32.5s 4.3h/9.0h
epoch 475/1000, train: loss=0.0524, val: psnr=30.8865, 32.3s 4.3h/9.0h
epoch 476/1000, train: loss=0.0521, val: psnr=30.8832, 32.1s 4.3h/9.0h
epoch 477/1000, train: loss=0.0523, val: psnr=30.8863, 32.6s 4.3h/9.0h
epoch 478/1000, train: loss=0.0524, val: psnr=30.8804, 32.4s 4.3h/9.0h
epoch 479/1000, train: loss=0.0519, val: psnr=30.8886, 32.7s 4.3h/9.0h
epoch 480/1000, train: loss=0.0523, val: psnr=30.8838, 32.6s 4.3h/9.0h
epoch 481/1000, train: loss=0.0525, val: psnr=30.8843, 32.5s 4.3h/9.0h
epoch 482/1000, train: loss=0.0523, val: psnr=30.8861, 32.6s 4.3h/9.0h
epoch 483/1000, train: loss=0.0521, val: psnr=30.8758, 32.4s 4.3h/9.0h
epoch 484/1000, train: loss=0.0521, val: psnr=30.8856, 32.6s 4.4h/9.0h
epoch 485/1000, train: loss=0.0523, val: psnr=30.8911, 32.2s 4.4h/9.0h
epoch 486/1000, train: loss=0.0522, val: psnr=30.8855, 32.4s 4.4h/9.0h
epoch 487/1000, train: loss=0.0521, val: psnr=30.8856, 32.4s 4.4h/9.0h
epoch 488/1000, train: loss=0.0518, val: psnr=30.8884, 32.5s 4.4h/9.0h
epoch 489/1000, train: loss=0.0523, val: psnr=30.8895, 32.3s 4.4h/9.0h
epoch 490/1000, train: loss=0.0525, val: psnr=30.8920, 32.4s 4.4h/9.0h
epoch 491/1000, train: loss=0.0525, val: psnr=30.8918, 32.1s 4.4h/9.0h
epoch 492/1000, train: loss=0.0524, val: psnr=30.8843, 32.4s 4.4h/9.0h
epoch 493/1000, train: loss=0.0520, val: psnr=30.8782, 32.3s 4.4h/9.0h
epoch 494/1000, train: loss=0.0522, val: psnr=30.8800, 32.3s 4.4h/9.0h
epoch 495/1000, train: loss=0.0524, val: psnr=30.8896, 32.1s 4.5h/9.0h
epoch 496/1000, train: loss=0.0527, val: psnr=30.8796, 32.1s 4.5h/9.0h
epoch 497/1000, train: loss=0.0522, val: psnr=30.8860, 32.8s 4.5h/9.0h
epoch 498/1000, train: loss=0.0524, val: psnr=30.8881, 32.2s 4.5h/9.0h
epoch 499/1000, train: loss=0.0522, val: psnr=30.8899, 32.6s 4.5h/9.0h
epoch 500/1000, train: loss=0.0522, val: psnr=30.8875, 32.8s 4.5h/9.0h
epoch 501/1000, train: loss=0.0523, val: psnr=30.8910, 32.8s 4.5h/9.0h
epoch 502/1000, train: loss=0.0526, val: psnr=30.8846, 32.7s 4.5h/9.0h
epoch 503/1000, train: loss=0.0523, val: psnr=30.8921, 32.6s 4.5h/9.0h
epoch 504/1000, train: loss=0.0525, val: psnr=30.8849, 32.6s 4.5h/9.0h
epoch 505/1000, train: loss=0.0523, val: psnr=30.8924, 32.7s 4.5h/9.0h
epoch 506/1000, train: loss=0.0526, val: psnr=30.8899, 32.6s 4.6h/9.0h
epoch 507/1000, train: loss=0.0518, val: psnr=30.8813, 32.6s 4.6h/9.0h
epoch 508/1000, train: loss=0.0523, val: psnr=30.8972, 32.6s 4.6h/9.0h
epoch 509/1000, train: loss=0.0522, val: psnr=30.8930, 32.7s 4.6h/9.0h
epoch 510/1000, train: loss=0.0523, val: psnr=30.8890, 32.3s 4.6h/9.0h
epoch 511/1000, train: loss=0.0522, val: psnr=30.8859, 32.4s 4.6h/9.0h
epoch 512/1000, train: loss=0.0523, val: psnr=30.8823, 32.3s 4.6h/9.0h
epoch 513/1000, train: loss=0.0523, val: psnr=30.8941, 32.4s 4.6h/9.0h
epoch 514/1000, train: loss=0.0522, val: psnr=30.8802, 32.6s 4.6h/9.0h
epoch 515/1000, train: loss=0.0521, val: psnr=30.8872, 32.4s 4.6h/9.0h
epoch 516/1000, train: loss=0.0522, val: psnr=30.8866, 32.4s 4.6h/9.0h
epoch 517/1000, train: loss=0.0525, val: psnr=30.8857, 32.3s 4.7h/9.0h
epoch 518/1000, train: loss=0.0523, val: psnr=30.8888, 32.3s 4.7h/9.0h
epoch 519/1000, train: loss=0.0521, val: psnr=30.8890, 32.2s 4.7h/9.0h
epoch 520/1000, train: loss=0.0524, val: psnr=30.8898, 32.5s 4.7h/9.0h
epoch 521/1000, train: loss=0.0525, val: psnr=30.8904, 32.4s 4.7h/9.0h
epoch 522/1000, train: loss=0.0521, val: psnr=30.8890, 32.3s 4.7h/9.0h
epoch 523/1000, train: loss=0.0524, val: psnr=30.8823, 32.2s 4.7h/9.0h
epoch 524/1000, train: loss=0.0523, val: psnr=30.8915, 32.5s 4.7h/9.0h
epoch 525/1000, train: loss=0.0521, val: psnr=30.8852, 32.3s 4.7h/9.0h
epoch 526/1000, train: loss=0.0522, val: psnr=30.8889, 32.2s 4.7h/9.0h
epoch 527/1000, train: loss=0.0524, val: psnr=30.8933, 32.3s 4.7h/9.0h
epoch 528/1000, train: loss=0.0524, val: psnr=30.8830, 32.5s 4.8h/9.0h
epoch 529/1000, train: loss=0.0523, val: psnr=30.8862, 32.3s 4.8h/9.0h
epoch 530/1000, train: loss=0.0524, val: psnr=30.8858, 32.6s 4.8h/9.0h
epoch 531/1000, train: loss=0.0520, val: psnr=30.8926, 32.3s 4.8h/9.0h
epoch 532/1000, train: loss=0.0523, val: psnr=30.8869, 32.5s 4.8h/9.0h
epoch 533/1000, train: loss=0.0524, val: psnr=30.8783, 32.1s 4.8h/9.0h
epoch 534/1000, train: loss=0.0523, val: psnr=30.8907, 32.2s 4.8h/9.0h
epoch 535/1000, train: loss=0.0523, val: psnr=30.8855, 32.2s 4.8h/9.0h
epoch 536/1000, train: loss=0.0527, val: psnr=30.8833, 32.3s 4.8h/9.0h
epoch 537/1000, train: loss=0.0520, val: psnr=30.8905, 32.3s 4.8h/9.0h
epoch 538/1000, train: loss=0.0519, val: psnr=30.8917, 32.2s 4.8h/9.0h
epoch 539/1000, train: loss=0.0523, val: psnr=30.8938, 32.2s 4.9h/9.0h
epoch 540/1000, train: loss=0.0521, val: psnr=30.8860, 32.5s 4.9h/9.0h
epoch 541/1000, train: loss=0.0521, val: psnr=30.8762, 32.5s 4.9h/9.0h
epoch 542/1000, train: loss=0.0522, val: psnr=30.8902, 32.3s 4.9h/9.0h
epoch 543/1000, train: loss=0.0520, val: psnr=30.8836, 32.4s 4.9h/9.0h
epoch 544/1000, train: loss=0.0522, val: psnr=30.8860, 32.2s 4.9h/9.0h
epoch 545/1000, train: loss=0.0521, val: psnr=30.8926, 32.4s 4.9h/9.0h
epoch 546/1000, train: loss=0.0524, val: psnr=30.8840, 32.6s 4.9h/9.0h
epoch 547/1000, train: loss=0.0522, val: psnr=30.8858, 32.2s 4.9h/9.0h
epoch 548/1000, train: loss=0.0524, val: psnr=30.8855, 32.1s 4.9h/9.0h
epoch 549/1000, train: loss=0.0519, val: psnr=30.8893, 32.3s 4.9h/9.0h
epoch 550/1000, train: loss=0.0524, val: psnr=30.8945, 32.5s 5.0h/9.0h
epoch 551/1000, train: loss=0.0522, val: psnr=30.8831, 32.5s 5.0h/9.0h
epoch 552/1000, train: loss=0.0519, val: psnr=30.8924, 32.5s 5.0h/9.0h
epoch 553/1000, train: loss=0.0524, val: psnr=30.8773, 32.5s 5.0h/9.0h
epoch 554/1000, train: loss=0.0521, val: psnr=30.8913, 32.7s 5.0h/9.0h
epoch 555/1000, train: loss=0.0522, val: psnr=30.8850, 32.2s 5.0h/9.0h
epoch 556/1000, train: loss=0.0521, val: psnr=30.8849, 32.5s 5.0h/9.0h
epoch 557/1000, train: loss=0.0521, val: psnr=30.8838, 32.5s 5.0h/9.0h
epoch 558/1000, train: loss=0.0522, val: psnr=30.8948, 32.4s 5.0h/9.0h
epoch 559/1000, train: loss=0.0524, val: psnr=30.8756, 32.2s 5.0h/9.0h
epoch 560/1000, train: loss=0.0520, val: psnr=30.8909, 32.3s 5.0h/9.0h
epoch 561/1000, train: loss=0.0520, val: psnr=30.8881, 32.3s 5.1h/9.0h
epoch 562/1000, train: loss=0.0522, val: psnr=30.8859, 32.3s 5.1h/9.0h
epoch 563/1000, train: loss=0.0521, val: psnr=30.8835, 32.8s 5.1h/9.0h
epoch 564/1000, train: loss=0.0521, val: psnr=30.8845, 32.5s 5.1h/9.0h
epoch 565/1000, train: loss=0.0525, val: psnr=30.8836, 32.2s 5.1h/9.0h
epoch 566/1000, train: loss=0.0520, val: psnr=30.8953, 32.1s 5.1h/9.0h
epoch 567/1000, train: loss=0.0520, val: psnr=30.8845, 31.9s 5.1h/9.0h
epoch 568/1000, train: loss=0.0522, val: psnr=30.8816, 32.3s 5.1h/9.0h
epoch 569/1000, train: loss=0.0524, val: psnr=30.8900, 32.3s 5.1h/9.0h
epoch 570/1000, train: loss=0.0520, val: psnr=30.8928, 32.4s 5.1h/9.0h
epoch 571/1000, train: loss=0.0520, val: psnr=30.8835, 32.4s 5.1h/9.0h
epoch 572/1000, train: loss=0.0524, val: psnr=30.8932, 32.2s 5.2h/9.0h
epoch 573/1000, train: loss=0.0524, val: psnr=30.8945, 32.3s 5.2h/9.0h
epoch 574/1000, train: loss=0.0520, val: psnr=30.8823, 32.2s 5.2h/9.0h
epoch 575/1000, train: loss=0.0525, val: psnr=30.8886, 32.4s 5.2h/9.0h
epoch 576/1000, train: loss=0.0524, val: psnr=30.8895, 32.5s 5.2h/9.0h
epoch 577/1000, train: loss=0.0523, val: psnr=30.8845, 32.4s 5.2h/9.0h
epoch 578/1000, train: loss=0.0521, val: psnr=30.8947, 32.3s 5.2h/9.0h
epoch 579/1000, train: loss=0.0524, val: psnr=30.8934, 32.3s 5.2h/9.0h
epoch 580/1000, train: loss=0.0520, val: psnr=30.8862, 32.5s 5.2h/9.0h
epoch 581/1000, train: loss=0.0523, val: psnr=30.8884, 32.2s 5.2h/9.0h
epoch 582/1000, train: loss=0.0521, val: psnr=30.8886, 32.6s 5.2h/9.0h
epoch 583/1000, train: loss=0.0522, val: psnr=30.8801, 32.5s 5.2h/9.0h
epoch 584/1000, train: loss=0.0522, val: psnr=30.8867, 32.3s 5.3h/9.0h
epoch 585/1000, train: loss=0.0526, val: psnr=30.8870, 32.5s 5.3h/9.0h
epoch 586/1000, train: loss=0.0524, val: psnr=30.8868, 32.5s 5.3h/9.0h
epoch 587/1000, train: loss=0.0525, val: psnr=30.8868, 32.4s 5.3h/9.0h
epoch 588/1000, train: loss=0.0526, val: psnr=30.8930, 32.2s 5.3h/9.0h
epoch 589/1000, train: loss=0.0522, val: psnr=30.8850, 32.0s 5.3h/9.0h
epoch 590/1000, train: loss=0.0522, val: psnr=30.8964, 32.4s 5.3h/9.0h
epoch 591/1000, train: loss=0.0518, val: psnr=30.8888, 32.7s 5.3h/9.0h
epoch 592/1000, train: loss=0.0528, val: psnr=30.8872, 32.3s 5.3h/9.0h
epoch 593/1000, train: loss=0.0525, val: psnr=30.8940, 32.4s 5.3h/9.0h
epoch 594/1000, train: loss=0.0525, val: psnr=30.8750, 32.2s 5.3h/9.0h
epoch 595/1000, train: loss=0.0522, val: psnr=30.8878, 32.4s 5.4h/9.0h
