train dataset: size=20260
  inp: shape=(1, 64, 64)
  coord: shape=(4096, 2)
  cell: shape=(4096, 2)
  gt: shape=(4096, 1)
val dataset: size=52
  inp: shape=(1, 864, 1536)
  coord: shape=(2073600, 2)
  cell: shape=(2073600, 2)
  gt: shape=(2073600, 1)
model: #params=34.1K
epoch 1/1000, train: loss=0.0764, val: psnr=27.3525, 1.0m 1.0m/16.9h
epoch 297/1000, train: loss=0.0671, val: psnr=27.5466, 33.2s 2.8h/9.3h
epoch 298/1000, train: loss=0.0674, val: psnr=27.5473, 33.0s 2.8h/9.3h
epoch 299/1000, train: loss=0.0675, val: psnr=27.5345, 32.9s 2.8h/9.3h
epoch 300/1000, train: loss=0.0676, val: psnr=27.5314, 32.8s 2.8h/9.3h
epoch 301/1000, train: loss=0.0671, val: psnr=27.5414, 32.8s 2.8h/9.3h
epoch 302/1000, train: loss=0.0672, val: psnr=27.5408, 32.7s 2.8h/9.3h
epoch 303/1000, train: loss=0.0670, val: psnr=27.5434, 32.8s 2.8h/9.3h
epoch 304/1000, train: loss=0.0675, val: psnr=27.5401, 32.9s 2.8h/9.3h
epoch 305/1000, train: loss=0.0672, val: psnr=27.5425, 32.9s 2.8h/9.3h
epoch 306/1000, train: loss=0.0672, val: psnr=27.5470, 32.7s 2.9h/9.3h
epoch 307/1000, train: loss=0.0677, val: psnr=27.5331, 33.0s 2.9h/9.3h
epoch 308/1000, train: loss=0.0673, val: psnr=27.5395, 32.9s 2.9h/9.3h
epoch 309/1000, train: loss=0.0679, val: psnr=27.5379, 32.9s 2.9h/9.3h
epoch 310/1000, train: loss=0.0675, val: psnr=27.5336, 33.3s 2.9h/9.3h
epoch 311/1000, train: loss=0.0674, val: psnr=27.5441, 33.1s 2.9h/9.3h
epoch 312/1000, train: loss=0.0670, val: psnr=27.5385, 33.1s 2.9h/9.3h
epoch 313/1000, train: loss=0.0671, val: psnr=27.5277, 33.3s 2.9h/9.3h
epoch 314/1000, train: loss=0.0674, val: psnr=27.5387, 33.2s 2.9h/9.3h
epoch 315/1000, train: loss=0.0669, val: psnr=27.5480, 32.9s 2.9h/9.3h
epoch 316/1000, train: loss=0.0674, val: psnr=27.5344, 32.9s 2.9h/9.3h
epoch 317/1000, train: loss=0.0672, val: psnr=27.5457, 32.7s 3.0h/9.3h
epoch 318/1000, train: loss=0.0670, val: psnr=27.5365, 33.1s 3.0h/9.3h
epoch 319/1000, train: loss=0.0675, val: psnr=27.5493, 32.8s 3.0h/9.3h
epoch 320/1000, train: loss=0.0676, val: psnr=27.5506, 33.0s 3.0h/9.3h
epoch 321/1000, train: loss=0.0671, val: psnr=27.5416, 32.8s 3.0h/9.3h
epoch 322/1000, train: loss=0.0677, val: psnr=27.5422, 32.9s 3.0h/9.3h
epoch 323/1000, train: loss=0.0671, val: psnr=27.5362, 33.1s 3.0h/9.3h
epoch 324/1000, train: loss=0.0675, val: psnr=27.5410, 33.1s 3.0h/9.3h
epoch 325/1000, train: loss=0.0674, val: psnr=27.5394, 33.3s 3.0h/9.3h
epoch 326/1000, train: loss=0.0675, val: psnr=27.5355, 32.9s 3.0h/9.3h
epoch 327/1000, train: loss=0.0674, val: psnr=27.5381, 32.9s 3.0h/9.3h
epoch 328/1000, train: loss=0.0675, val: psnr=27.5472, 32.8s 3.1h/9.3h
epoch 329/1000, train: loss=0.0676, val: psnr=27.5370, 32.8s 3.1h/9.3h
epoch 330/1000, train: loss=0.0671, val: psnr=27.5513, 33.3s 3.1h/9.3h
epoch 331/1000, train: loss=0.0668, val: psnr=27.5403, 33.0s 3.1h/9.3h
epoch 332/1000, train: loss=0.0672, val: psnr=27.5443, 33.0s 3.1h/9.3h
epoch 333/1000, train: loss=0.0670, val: psnr=27.5444, 33.0s 3.1h/9.3h
epoch 334/1000, train: loss=0.0672, val: psnr=27.5337, 32.8s 3.1h/9.3h
epoch 335/1000, train: loss=0.0672, val: psnr=27.5418, 33.1s 3.1h/9.3h
epoch 336/1000, train: loss=0.0673, val: psnr=27.5352, 32.7s 3.1h/9.3h
epoch 337/1000, train: loss=0.0677, val: psnr=27.5422, 33.1s 3.1h/9.3h
epoch 338/1000, train: loss=0.0671, val: psnr=27.5433, 32.8s 3.1h/9.3h
epoch 339/1000, train: loss=0.0675, val: psnr=27.5465, 32.6s 3.2h/9.3h
epoch 340/1000, train: loss=0.0673, val: psnr=27.5450, 32.6s 3.2h/9.3h
epoch 341/1000, train: loss=0.0672, val: psnr=27.5381, 32.7s 3.2h/9.3h
epoch 342/1000, train: loss=0.0671, val: psnr=27.5512, 32.8s 3.2h/9.3h
epoch 343/1000, train: loss=0.0673, val: psnr=27.5480, 32.9s 3.2h/9.3h
epoch 344/1000, train: loss=0.0673, val: psnr=27.5325, 33.1s 3.2h/9.3h
epoch 345/1000, train: loss=0.0677, val: psnr=27.5250, 33.0s 3.2h/9.3h
epoch 346/1000, train: loss=0.0676, val: psnr=27.5414, 33.1s 3.2h/9.3h
epoch 347/1000, train: loss=0.0675, val: psnr=27.5433, 32.9s 3.2h/9.3h
epoch 348/1000, train: loss=0.0670, val: psnr=27.5461, 33.0s 3.2h/9.3h
epoch 349/1000, train: loss=0.0669, val: psnr=27.5421, 32.9s 3.2h/9.3h
epoch 350/1000, train: loss=0.0671, val: psnr=27.5479, 33.2s 3.3h/9.3h
epoch 351/1000, train: loss=0.0673, val: psnr=27.5386, 33.1s 3.3h/9.3h
epoch 352/1000, train: loss=0.0678, val: psnr=27.5471, 32.8s 3.3h/9.3h
epoch 353/1000, train: loss=0.0675, val: psnr=27.5444, 32.8s 3.3h/9.3h
epoch 354/1000, train: loss=0.0671, val: psnr=27.5498, 33.1s 3.3h/9.3h
epoch 355/1000, train: loss=0.0667, val: psnr=27.5368, 33.2s 3.3h/9.3h
epoch 356/1000, train: loss=0.0670, val: psnr=27.5296, 33.0s 3.3h/9.3h
epoch 357/1000, train: loss=0.0674, val: psnr=27.5519, 33.2s 3.3h/9.3h
epoch 358/1000, train: loss=0.0674, val: psnr=27.5498, 33.0s 3.3h/9.3h
epoch 359/1000, train: loss=0.0672, val: psnr=27.5323, 32.8s 3.3h/9.3h
epoch 360/1000, train: loss=0.0672, val: psnr=27.5490, 32.8s 3.3h/9.3h
epoch 361/1000, train: loss=0.0671, val: psnr=27.5450, 33.1s 3.4h/9.3h
epoch 362/1000, train: loss=0.0672, val: psnr=27.5312, 33.0s 3.4h/9.3h
epoch 363/1000, train: loss=0.0672, val: psnr=27.5525, 33.3s 3.4h/9.3h
epoch 364/1000, train: loss=0.0668, val: psnr=27.5448, 33.0s 3.4h/9.3h
epoch 365/1000, train: loss=0.0673, val: psnr=27.5423, 33.2s 3.4h/9.3h
epoch 366/1000, train: loss=0.0668, val: psnr=27.5483, 33.1s 3.4h/9.3h
epoch 367/1000, train: loss=0.0672, val: psnr=27.5475, 33.0s 3.4h/9.3h
epoch 368/1000, train: loss=0.0669, val: psnr=27.5441, 33.0s 3.4h/9.3h
epoch 369/1000, train: loss=0.0673, val: psnr=27.5490, 32.9s 3.4h/9.3h
epoch 370/1000, train: loss=0.0671, val: psnr=27.5471, 32.9s 3.4h/9.3h
epoch 371/1000, train: loss=0.0671, val: psnr=27.5469, 33.3s 3.4h/9.3h
epoch 372/1000, train: loss=0.0671, val: psnr=27.5488, 33.0s 3.5h/9.3h
epoch 373/1000, train: loss=0.0671, val: psnr=27.5448, 33.0s 3.5h/9.3h
epoch 374/1000, train: loss=0.0671, val: psnr=27.5514, 32.8s 3.5h/9.3h
epoch 375/1000, train: loss=0.0675, val: psnr=27.5514, 33.1s 3.5h/9.3h
epoch 376/1000, train: loss=0.0677, val: psnr=27.5450, 33.1s 3.5h/9.3h
epoch 377/1000, train: loss=0.0675, val: psnr=27.5391, 32.9s 3.5h/9.3h
epoch 378/1000, train: loss=0.0670, val: psnr=27.5409, 33.0s 3.5h/9.3h
epoch 379/1000, train: loss=0.0671, val: psnr=27.5378, 33.0s 3.5h/9.3h
epoch 380/1000, train: loss=0.0673, val: psnr=27.5526, 32.8s 3.5h/9.3h
epoch 381/1000, train: loss=0.0668, val: psnr=27.5451, 32.8s 3.5h/9.3h
epoch 382/1000, train: loss=0.0673, val: psnr=27.5485, 32.8s 3.5h/9.3h
epoch 383/1000, train: loss=0.0673, val: psnr=27.5484, 33.2s 3.6h/9.3h
epoch 384/1000, train: loss=0.0671, val: psnr=27.5338, 33.0s 3.6h/9.3h
epoch 385/1000, train: loss=0.0672, val: psnr=27.5438, 33.4s 3.6h/9.3h
epoch 386/1000, train: loss=0.0673, val: psnr=27.5519, 33.3s 3.6h/9.3h
epoch 387/1000, train: loss=0.0673, val: psnr=27.5511, 33.2s 3.6h/9.3h
epoch 388/1000, train: loss=0.0673, val: psnr=27.5393, 33.2s 3.6h/9.3h
epoch 389/1000, train: loss=0.0667, val: psnr=27.5451, 33.2s 3.6h/9.3h
epoch 390/1000, train: loss=0.0675, val: psnr=27.5453, 33.0s 3.6h/9.3h
epoch 391/1000, train: loss=0.0667, val: psnr=27.5471, 32.8s 3.6h/9.3h
epoch 392/1000, train: loss=0.0671, val: psnr=27.5429, 33.1s 3.6h/9.3h
epoch 393/1000, train: loss=0.0673, val: psnr=27.5516, 33.0s 3.6h/9.3h
epoch 394/1000, train: loss=0.0673, val: psnr=27.5463, 32.9s 3.7h/9.3h
epoch 395/1000, train: loss=0.0672, val: psnr=27.5416, 32.9s 3.7h/9.3h
epoch 396/1000, train: loss=0.0676, val: psnr=27.5510, 33.2s 3.7h/9.3h
epoch 397/1000, train: loss=0.0669, val: psnr=27.5435, 33.2s 3.7h/9.3h
epoch 398/1000, train: loss=0.0673, val: psnr=27.5496, 33.1s 3.7h/9.3h
epoch 399/1000, train: loss=0.0677, val: psnr=27.5434, 33.1s 3.7h/9.3h
epoch 400/1000, train: loss=0.0673, val: psnr=27.5477, 33.1s 3.7h/9.3h
epoch 401/1000, train: loss=0.0672, val: psnr=27.5485, 33.2s 3.7h/9.3h
epoch 402/1000, train: loss=0.0671, val: psnr=27.5526, 33.0s 3.7h/9.3h
epoch 403/1000, train: loss=0.0673, val: psnr=27.5432, 32.8s 3.7h/9.3h
epoch 404/1000, train: loss=0.0671, val: psnr=27.5535, 32.8s 3.7h/9.3h
epoch 405/1000, train: loss=0.0672, val: psnr=27.5473, 32.8s 3.8h/9.3h
epoch 406/1000, train: loss=0.0668, val: psnr=27.5451, 33.1s 3.8h/9.3h
epoch 407/1000, train: loss=0.0672, val: psnr=27.5416, 33.1s 3.8h/9.3h
epoch 408/1000, train: loss=0.0672, val: psnr=27.5490, 32.9s 3.8h/9.3h
epoch 409/1000, train: loss=0.0668, val: psnr=27.5429, 33.2s 3.8h/9.3h
epoch 410/1000, train: loss=0.0670, val: psnr=27.5471, 33.3s 3.8h/9.3h
epoch 411/1000, train: loss=0.0669, val: psnr=27.5453, 32.8s 3.8h/9.3h
epoch 412/1000, train: loss=0.0672, val: psnr=27.5465, 33.0s 3.8h/9.3h
epoch 413/1000, train: loss=0.0668, val: psnr=27.5399, 33.3s 3.8h/9.3h
epoch 414/1000, train: loss=0.0673, val: psnr=27.5489, 33.0s 3.8h/9.3h
epoch 415/1000, train: loss=0.0671, val: psnr=27.5494, 33.1s 3.9h/9.3h
epoch 416/1000, train: loss=0.0671, val: psnr=27.5354, 33.1s 3.9h/9.3h
epoch 417/1000, train: loss=0.0675, val: psnr=27.5439, 32.9s 3.9h/9.3h
epoch 418/1000, train: loss=0.0670, val: psnr=27.5332, 32.7s 3.9h/9.3h
epoch 419/1000, train: loss=0.0668, val: psnr=27.5519, 33.0s 3.9h/9.3h
epoch 420/1000, train: loss=0.0673, val: psnr=27.5467, 32.8s 3.9h/9.3h
epoch 421/1000, train: loss=0.0672, val: psnr=27.5484, 32.7s 3.9h/9.3h
epoch 422/1000, train: loss=0.0670, val: psnr=27.5435, 32.8s 3.9h/9.3h
epoch 423/1000, train: loss=0.0672, val: psnr=27.5481, 32.5s 3.9h/9.3h
epoch 424/1000, train: loss=0.0670, val: psnr=27.5473, 32.7s 3.9h/9.3h
epoch 425/1000, train: loss=0.0672, val: psnr=27.5342, 32.5s 3.9h/9.3h
epoch 426/1000, train: loss=0.0675, val: psnr=27.5518, 32.9s 4.0h/9.3h
epoch 427/1000, train: loss=0.0671, val: psnr=27.5509, 32.9s 4.0h/9.3h
epoch 428/1000, train: loss=0.0670, val: psnr=27.5443, 33.0s 4.0h/9.3h
epoch 429/1000, train: loss=0.0672, val: psnr=27.5440, 33.1s 4.0h/9.3h
epoch 430/1000, train: loss=0.0675, val: psnr=27.5470, 33.2s 4.0h/9.3h
epoch 431/1000, train: loss=0.0674, val: psnr=27.5425, 33.2s 4.0h/9.3h
epoch 432/1000, train: loss=0.0671, val: psnr=27.5497, 32.9s 4.0h/9.3h
epoch 433/1000, train: loss=0.0671, val: psnr=27.5458, 33.1s 4.0h/9.3h
epoch 434/1000, train: loss=0.0674, val: psnr=27.5334, 32.9s 4.0h/9.3h
epoch 435/1000, train: loss=0.0670, val: psnr=27.5541, 32.9s 4.0h/9.3h
epoch 436/1000, train: loss=0.0674, val: psnr=27.5449, 33.1s 4.0h/9.3h
epoch 437/1000, train: loss=0.0671, val: psnr=27.5420, 33.0s 4.1h/9.3h
epoch 438/1000, train: loss=0.0671, val: psnr=27.5508, 32.9s 4.1h/9.3h
epoch 439/1000, train: loss=0.0673, val: psnr=27.5455, 32.8s 4.1h/9.3h
epoch 440/1000, train: loss=0.0670, val: psnr=27.5523, 33.0s 4.1h/9.3h
epoch 441/1000, train: loss=0.0675, val: psnr=27.5513, 33.2s 4.1h/9.3h
epoch 442/1000, train: loss=0.0672, val: psnr=27.5435, 32.9s 4.1h/9.3h
epoch 443/1000, train: loss=0.0672, val: psnr=27.5486, 32.9s 4.1h/9.3h
epoch 444/1000, train: loss=0.0671, val: psnr=27.5467, 33.0s 4.1h/9.3h
epoch 445/1000, train: loss=0.0671, val: psnr=27.5509, 32.9s 4.1h/9.3h
epoch 446/1000, train: loss=0.0671, val: psnr=27.5487, 32.7s 4.1h/9.3h
epoch 447/1000, train: loss=0.0673, val: psnr=27.5490, 32.6s 4.1h/9.3h
epoch 448/1000, train: loss=0.0670, val: psnr=27.5457, 33.0s 4.2h/9.3h
epoch 449/1000, train: loss=0.0669, val: psnr=27.5434, 33.0s 4.2h/9.3h
epoch 450/1000, train: loss=0.0670, val: psnr=27.5564, 33.1s 4.2h/9.3h
epoch 451/1000, train: loss=0.0672, val: psnr=27.5489, 33.0s 4.2h/9.3h
epoch 452/1000, train: loss=0.0670, val: psnr=27.5442, 32.9s 4.2h/9.3h
epoch 453/1000, train: loss=0.0675, val: psnr=27.5476, 33.0s 4.2h/9.3h
epoch 454/1000, train: loss=0.0671, val: psnr=27.5448, 33.1s 4.2h/9.3h
epoch 455/1000, train: loss=0.0671, val: psnr=27.5425, 33.1s 4.2h/9.3h
epoch 456/1000, train: loss=0.0669, val: psnr=27.5461, 33.0s 4.2h/9.3h
epoch 457/1000, train: loss=0.0673, val: psnr=27.5469, 33.1s 4.2h/9.3h
epoch 458/1000, train: loss=0.0671, val: psnr=27.5499, 33.2s 4.2h/9.3h
epoch 459/1000, train: loss=0.0669, val: psnr=27.5417, 33.3s 4.3h/9.3h
epoch 460/1000, train: loss=0.0674, val: psnr=27.5519, 32.9s 4.3h/9.3h
epoch 461/1000, train: loss=0.0670, val: psnr=27.5463, 32.9s 4.3h/9.3h
epoch 462/1000, train: loss=0.0674, val: psnr=27.5480, 33.0s 4.3h/9.3h
epoch 463/1000, train: loss=0.0675, val: psnr=27.5458, 33.0s 4.3h/9.3h
epoch 464/1000, train: loss=0.0673, val: psnr=27.5501, 32.7s 4.3h/9.3h
epoch 465/1000, train: loss=0.0668, val: psnr=27.5470, 32.6s 4.3h/9.3h
epoch 466/1000, train: loss=0.0673, val: psnr=27.5454, 32.7s 4.3h/9.3h
epoch 467/1000, train: loss=0.0671, val: psnr=27.5503, 32.6s 4.3h/9.3h
epoch 468/1000, train: loss=0.0671, val: psnr=27.5466, 32.7s 4.3h/9.3h
epoch 469/1000, train: loss=0.0668, val: psnr=27.5393, 32.8s 4.3h/9.3h
epoch 470/1000, train: loss=0.0674, val: psnr=27.5457, 33.0s 4.4h/9.3h
epoch 471/1000, train: loss=0.0672, val: psnr=27.5504, 33.0s 4.4h/9.3h
epoch 472/1000, train: loss=0.0671, val: psnr=27.5452, 33.2s 4.4h/9.3h
epoch 473/1000, train: loss=0.0672, val: psnr=27.5451, 32.9s 4.4h/9.3h
epoch 474/1000, train: loss=0.0676, val: psnr=27.5498, 32.9s 4.4h/9.3h
epoch 475/1000, train: loss=0.0676, val: psnr=27.5434, 33.1s 4.4h/9.3h
epoch 476/1000, train: loss=0.0671, val: psnr=27.5477, 33.1s 4.4h/9.3h
epoch 477/1000, train: loss=0.0673, val: psnr=27.5571, 33.0s 4.4h/9.3h
epoch 478/1000, train: loss=0.0672, val: psnr=27.5501, 33.1s 4.4h/9.3h
epoch 479/1000, train: loss=0.0667, val: psnr=27.5479, 33.0s 4.4h/9.3h
epoch 480/1000, train: loss=0.0671, val: psnr=27.5445, 33.0s 4.4h/9.3h
epoch 481/1000, train: loss=0.0675, val: psnr=27.5551, 33.1s 4.5h/9.3h
epoch 482/1000, train: loss=0.0673, val: psnr=27.5476, 33.1s 4.5h/9.3h
epoch 483/1000, train: loss=0.0667, val: psnr=27.5528, 32.8s 4.5h/9.3h
epoch 484/1000, train: loss=0.0673, val: psnr=27.5472, 32.8s 4.5h/9.3h
epoch 485/1000, train: loss=0.0669, val: psnr=27.5503, 33.1s 4.5h/9.3h
epoch 486/1000, train: loss=0.0674, val: psnr=27.5549, 32.8s 4.5h/9.3h
epoch 487/1000, train: loss=0.0670, val: psnr=27.5558, 32.9s 4.5h/9.3h
epoch 488/1000, train: loss=0.0675, val: psnr=27.5496, 32.9s 4.5h/9.3h
epoch 489/1000, train: loss=0.0671, val: psnr=27.5397, 33.1s 4.5h/9.3h
epoch 490/1000, train: loss=0.0673, val: psnr=27.5458, 33.0s 4.5h/9.3h
epoch 491/1000, train: loss=0.0672, val: psnr=27.5432, 33.1s 4.5h/9.3h
epoch 492/1000, train: loss=0.0670, val: psnr=27.5401, 33.1s 4.6h/9.3h
epoch 493/1000, train: loss=0.0669, val: psnr=27.5501, 33.1s 4.6h/9.3h
epoch 494/1000, train: loss=0.0669, val: psnr=27.5504, 33.1s 4.6h/9.3h
epoch 495/1000, train: loss=0.0674, val: psnr=27.5411, 33.5s 4.6h/9.3h
epoch 496/1000, train: loss=0.0676, val: psnr=27.5456, 33.0s 4.6h/9.3h
epoch 497/1000, train: loss=0.0669, val: psnr=27.5494, 33.1s 4.6h/9.3h
epoch 498/1000, train: loss=0.0673, val: psnr=27.5436, 33.3s 4.6h/9.3h
epoch 499/1000, train: loss=0.0674, val: psnr=27.5403, 33.2s 4.6h/9.3h
epoch 500/1000, train: loss=0.0671, val: psnr=27.5525, 33.2s 4.6h/9.3h
epoch 501/1000, train: loss=0.0672, val: psnr=27.5423, 33.1s 4.6h/9.3h
epoch 502/1000, train: loss=0.0678, val: psnr=27.5507, 33.2s 4.6h/9.3h
epoch 503/1000, train: loss=0.0677, val: psnr=27.5411, 33.1s 4.7h/9.3h
epoch 504/1000, train: loss=0.0677, val: psnr=27.5432, 32.9s 4.7h/9.3h
epoch 505/1000, train: loss=0.0673, val: psnr=27.5529, 32.6s 4.7h/9.3h
epoch 506/1000, train: loss=0.0674, val: psnr=27.5380, 32.9s 4.7h/9.3h
epoch 507/1000, train: loss=0.0669, val: psnr=27.5523, 32.9s 4.7h/9.3h
epoch 508/1000, train: loss=0.0670, val: psnr=27.5473, 33.0s 4.7h/9.3h
epoch 509/1000, train: loss=0.0676, val: psnr=27.5489, 33.0s 4.7h/9.3h
epoch 510/1000, train: loss=0.0673, val: psnr=27.5506, 33.2s 4.7h/9.3h
epoch 511/1000, train: loss=0.0669, val: psnr=27.5420, 33.2s 4.7h/9.3h
epoch 512/1000, train: loss=0.0674, val: psnr=27.5519, 32.9s 4.7h/9.3h
epoch 513/1000, train: loss=0.0675, val: psnr=27.5450, 33.2s 4.7h/9.3h
epoch 514/1000, train: loss=0.0671, val: psnr=27.5519, 33.2s 4.8h/9.3h
epoch 515/1000, train: loss=0.0672, val: psnr=27.5523, 33.2s 4.8h/9.3h
epoch 516/1000, train: loss=0.0668, val: psnr=27.5448, 33.0s 4.8h/9.3h
epoch 517/1000, train: loss=0.0672, val: psnr=27.5483, 33.2s 4.8h/9.3h
epoch 518/1000, train: loss=0.0669, val: psnr=27.5460, 33.1s 4.8h/9.3h
epoch 519/1000, train: loss=0.0670, val: psnr=27.5465, 33.1s 4.8h/9.3h
epoch 520/1000, train: loss=0.0668, val: psnr=27.5490, 33.2s 4.8h/9.3h
epoch 521/1000, train: loss=0.0668, val: psnr=27.5513, 33.1s 4.8h/9.3h
epoch 522/1000, train: loss=0.0669, val: psnr=27.5512, 33.3s 4.8h/9.3h
epoch 523/1000, train: loss=0.0673, val: psnr=27.5377, 33.0s 4.8h/9.3h
epoch 524/1000, train: loss=0.0673, val: psnr=27.5415, 33.3s 4.8h/9.3h
epoch 525/1000, train: loss=0.0671, val: psnr=27.5483, 33.2s 4.9h/9.3h
epoch 526/1000, train: loss=0.0676, val: psnr=27.5470, 33.0s 4.9h/9.3h
epoch 527/1000, train: loss=0.0674, val: psnr=27.5429, 32.9s 4.9h/9.3h
epoch 528/1000, train: loss=0.0668, val: psnr=27.5511, 32.9s 4.9h/9.3h
epoch 529/1000, train: loss=0.0674, val: psnr=27.5435, 32.8s 4.9h/9.3h
epoch 530/1000, train: loss=0.0674, val: psnr=27.5375, 32.9s 4.9h/9.3h
epoch 531/1000, train: loss=0.0671, val: psnr=27.5500, 32.8s 4.9h/9.3h
epoch 532/1000, train: loss=0.0670, val: psnr=27.5537, 32.9s 4.9h/9.3h
epoch 533/1000, train: loss=0.0675, val: psnr=27.5505, 33.0s 4.9h/9.3h
epoch 534/1000, train: loss=0.0673, val: psnr=27.5511, 33.2s 4.9h/9.3h
epoch 535/1000, train: loss=0.0672, val: psnr=27.5472, 32.9s 5.0h/9.3h
epoch 536/1000, train: loss=0.0673, val: psnr=27.5464, 33.2s 5.0h/9.3h
epoch 537/1000, train: loss=0.0675, val: psnr=27.5487, 32.9s 5.0h/9.3h
epoch 538/1000, train: loss=0.0670, val: psnr=27.5533, 33.2s 5.0h/9.3h
epoch 539/1000, train: loss=0.0671, val: psnr=27.5456, 33.0s 5.0h/9.3h
epoch 540/1000, train: loss=0.0673, val: psnr=27.5506, 33.0s 5.0h/9.3h
epoch 541/1000, train: loss=0.0672, val: psnr=27.5467, 32.9s 5.0h/9.3h
epoch 542/1000, train: loss=0.0672, val: psnr=27.5501, 33.2s 5.0h/9.3h
epoch 543/1000, train: loss=0.0671, val: psnr=27.5436, 33.1s 5.0h/9.3h
epoch 544/1000, train: loss=0.0670, val: psnr=27.5485, 33.2s 5.0h/9.3h
epoch 545/1000, train: loss=0.0674, val: psnr=27.5512, 32.8s 5.0h/9.3h
epoch 546/1000, train: loss=0.0675, val: psnr=27.5455, 33.1s 5.1h/9.3h
epoch 547/1000, train: loss=0.0674, val: psnr=27.5489, 32.9s 5.1h/9.3h
epoch 548/1000, train: loss=0.0670, val: psnr=27.5517, 32.8s 5.1h/9.3h
epoch 549/1000, train: loss=0.0673, val: psnr=27.5502, 32.8s 5.1h/9.3h
epoch 550/1000, train: loss=0.0672, val: psnr=27.5423, 32.8s 5.1h/9.3h
epoch 551/1000, train: loss=0.0670, val: psnr=27.5491, 32.7s 5.1h/9.3h
epoch 552/1000, train: loss=0.0670, val: psnr=27.5522, 32.5s 5.1h/9.2h
epoch 553/1000, train: loss=0.0672, val: psnr=27.5560, 32.8s 5.1h/9.2h
epoch 554/1000, train: loss=0.0672, val: psnr=27.5508, 32.8s 5.1h/9.2h
epoch 555/1000, train: loss=0.0669, val: psnr=27.5531, 32.9s 5.1h/9.2h
epoch 556/1000, train: loss=0.0669, val: psnr=27.5462, 32.9s 5.1h/9.2h
epoch 557/1000, train: loss=0.0670, val: psnr=27.5451, 32.9s 5.2h/9.2h
epoch 558/1000, train: loss=0.0673, val: psnr=27.5465, 33.0s 5.2h/9.2h
epoch 559/1000, train: loss=0.0677, val: psnr=27.5436, 32.8s 5.2h/9.2h
epoch 560/1000, train: loss=0.0670, val: psnr=27.5500, 33.0s 5.2h/9.2h
epoch 561/1000, train: loss=0.0673, val: psnr=27.5530, 33.1s 5.2h/9.2h
epoch 562/1000, train: loss=0.0672, val: psnr=27.5545, 33.1s 5.2h/9.2h
epoch 563/1000, train: loss=0.0668, val: psnr=27.5462, 33.0s 5.2h/9.2h
epoch 564/1000, train: loss=0.0672, val: psnr=27.5519, 33.0s 5.2h/9.2h
epoch 565/1000, train: loss=0.0671, val: psnr=27.5488, 33.1s 5.2h/9.2h
epoch 566/1000, train: loss=0.0669, val: psnr=27.5548, 32.9s 5.2h/9.2h
epoch 567/1000, train: loss=0.0674, val: psnr=27.5503, 33.1s 5.2h/9.2h
epoch 568/1000, train: loss=0.0670, val: psnr=27.5538, 32.8s 5.3h/9.2h
epoch 569/1000, train: loss=0.0669, val: psnr=27.5559, 32.9s 5.3h/9.2h
epoch 570/1000, train: loss=0.0667, val: psnr=27.5483, 33.0s 5.3h/9.2h
epoch 571/1000, train: loss=0.0670, val: psnr=27.5515, 32.8s 5.3h/9.2h
epoch 572/1000, train: loss=0.0670, val: psnr=27.5514, 32.9s 5.3h/9.2h
epoch 573/1000, train: loss=0.0671, val: psnr=27.5518, 32.7s 5.3h/9.2h
epoch 574/1000, train: loss=0.0674, val: psnr=27.5470, 32.6s 5.3h/9.2h
epoch 575/1000, train: loss=0.0673, val: psnr=27.5526, 32.7s 5.3h/9.2h
epoch 576/1000, train: loss=0.0670, val: psnr=27.5405, 32.6s 5.3h/9.2h
epoch 577/1000, train: loss=0.0671, val: psnr=27.5534, 33.0s 5.3h/9.2h
epoch 578/1000, train: loss=0.0672, val: psnr=27.5484, 32.8s 5.3h/9.2h
epoch 579/1000, train: loss=0.0668, val: psnr=27.5523, 32.9s 5.4h/9.2h
epoch 580/1000, train: loss=0.0669, val: psnr=27.5453, 33.0s 5.4h/9.2h
epoch 581/1000, train: loss=0.0670, val: psnr=27.5482, 33.0s 5.4h/9.2h
epoch 582/1000, train: loss=0.0674, val: psnr=27.5527, 33.0s 5.4h/9.2h
epoch 583/1000, train: loss=0.0674, val: psnr=27.5510, 33.1s 5.4h/9.2h
epoch 584/1000, train: loss=0.0675, val: psnr=27.5481, 33.2s 5.4h/9.2h
epoch 585/1000, train: loss=0.0668, val: psnr=27.5512, 33.0s 5.4h/9.2h
epoch 586/1000, train: loss=0.0669, val: psnr=27.5481, 32.8s 5.4h/9.2h
epoch 587/1000, train: loss=0.0672, val: psnr=27.5549, 32.9s 5.4h/9.2h
epoch 588/1000, train: loss=0.0669, val: psnr=27.5563, 33.0s 5.4h/9.2h
epoch 589/1000, train: loss=0.0674, val: psnr=27.5447, 32.8s 5.4h/9.2h
epoch 590/1000, train: loss=0.0671, val: psnr=27.5454, 32.8s 5.5h/9.2h
epoch 591/1000, train: loss=0.0669, val: psnr=27.5520, 32.7s 5.5h/9.2h
epoch 592/1000, train: loss=0.0671, val: psnr=27.5488, 32.5s 5.5h/9.2h
epoch 593/1000, train: loss=0.0670, val: psnr=27.5492, 32.7s 5.5h/9.2h
epoch 594/1000, train: loss=0.0672, val: psnr=27.5519, 32.8s 5.5h/9.2h
epoch 595/1000, train: loss=0.0676, val: psnr=27.5563, 33.1s 5.5h/9.2h
