train dataset: size=20260
  inp: shape=(1, 64, 64)
  coord: shape=(4096, 2)
  cell: shape=(4096, 2)
  gt: shape=(4096, 1)
val dataset: size=52
  inp: shape=(1, 864, 1536)
  coord: shape=(2073600, 2)
  cell: shape=(2073600, 2)
  gt: shape=(2073600, 1)
model: #params=34.1K
epoch 1/1000, train: loss=0.0986, val: psnr=24.5802, 51.0s 51.0s/14.2h
epoch 297/1000, train: loss=0.0877, val: psnr=24.7016, 33.9s 2.8h/9.4h
epoch 298/1000, train: loss=0.0874, val: psnr=24.6953, 33.6s 2.8h/9.4h
epoch 299/1000, train: loss=0.0874, val: psnr=24.7056, 33.8s 2.8h/9.4h
epoch 300/1000, train: loss=0.0877, val: psnr=24.7049, 33.8s 2.8h/9.4h
epoch 301/1000, train: loss=0.0872, val: psnr=24.7009, 33.9s 2.8h/9.4h
epoch 302/1000, train: loss=0.0878, val: psnr=24.6997, 34.1s 2.9h/9.4h
epoch 303/1000, train: loss=0.0875, val: psnr=24.7114, 33.9s 2.9h/9.4h
epoch 304/1000, train: loss=0.0877, val: psnr=24.6818, 33.9s 2.9h/9.4h
epoch 305/1000, train: loss=0.0875, val: psnr=24.7070, 33.9s 2.9h/9.4h
epoch 306/1000, train: loss=0.0873, val: psnr=24.6935, 33.8s 2.9h/9.4h
epoch 307/1000, train: loss=0.0875, val: psnr=24.7027, 34.0s 2.9h/9.4h
epoch 308/1000, train: loss=0.0871, val: psnr=24.6958, 33.7s 2.9h/9.4h
epoch 309/1000, train: loss=0.0871, val: psnr=24.7087, 33.8s 2.9h/9.4h
epoch 310/1000, train: loss=0.0876, val: psnr=24.7080, 33.7s 2.9h/9.4h
epoch 311/1000, train: loss=0.0876, val: psnr=24.7166, 33.6s 2.9h/9.4h
epoch 312/1000, train: loss=0.0876, val: psnr=24.6987, 33.3s 2.9h/9.4h
epoch 313/1000, train: loss=0.0874, val: psnr=24.7058, 33.7s 3.0h/9.4h
epoch 314/1000, train: loss=0.0869, val: psnr=24.7000, 34.8s 3.0h/9.4h
epoch 315/1000, train: loss=0.0872, val: psnr=24.7123, 34.7s 3.0h/9.4h
epoch 316/1000, train: loss=0.0877, val: psnr=24.7083, 35.2s 3.0h/9.4h
epoch 317/1000, train: loss=0.0874, val: psnr=24.7192, 35.4s 3.0h/9.4h
epoch 318/1000, train: loss=0.0877, val: psnr=24.7119, 35.5s 3.0h/9.4h
epoch 319/1000, train: loss=0.0876, val: psnr=24.7030, 35.1s 3.0h/9.5h
epoch 320/1000, train: loss=0.0878, val: psnr=24.7132, 34.9s 3.0h/9.5h
epoch 321/1000, train: loss=0.0881, val: psnr=24.6887, 35.4s 3.0h/9.5h
epoch 322/1000, train: loss=0.0876, val: psnr=24.6960, 35.4s 3.0h/9.5h
epoch 323/1000, train: loss=0.0876, val: psnr=24.7063, 34.5s 3.1h/9.5h
epoch 324/1000, train: loss=0.0875, val: psnr=24.7123, 34.0s 3.1h/9.5h
epoch 325/1000, train: loss=0.0874, val: psnr=24.7097, 33.9s 3.1h/9.5h
epoch 326/1000, train: loss=0.0870, val: psnr=24.6919, 34.2s 3.1h/9.5h
epoch 327/1000, train: loss=0.0870, val: psnr=24.6935, 33.9s 3.1h/9.5h
epoch 328/1000, train: loss=0.0877, val: psnr=24.7020, 34.1s 3.1h/9.5h
epoch 329/1000, train: loss=0.0877, val: psnr=24.7141, 33.9s 3.1h/9.5h
epoch 330/1000, train: loss=0.0873, val: psnr=24.7161, 33.9s 3.1h/9.5h
epoch 331/1000, train: loss=0.0870, val: psnr=24.7186, 33.9s 3.1h/9.5h
epoch 332/1000, train: loss=0.0870, val: psnr=24.7008, 33.9s 3.1h/9.5h
epoch 333/1000, train: loss=0.0873, val: psnr=24.7006, 33.8s 3.1h/9.5h
epoch 334/1000, train: loss=0.0874, val: psnr=24.6894, 33.9s 3.2h/9.5h
epoch 335/1000, train: loss=0.0871, val: psnr=24.7055, 34.0s 3.2h/9.5h
epoch 336/1000, train: loss=0.0875, val: psnr=24.7022, 33.8s 3.2h/9.5h
epoch 337/1000, train: loss=0.0877, val: psnr=24.7054, 33.8s 3.2h/9.5h
epoch 338/1000, train: loss=0.0875, val: psnr=24.7052, 33.9s 3.2h/9.5h
epoch 339/1000, train: loss=0.0879, val: psnr=24.7042, 33.9s 3.2h/9.5h
epoch 340/1000, train: loss=0.0881, val: psnr=24.6958, 34.0s 3.2h/9.5h
epoch 341/1000, train: loss=0.0877, val: psnr=24.6858, 33.9s 3.2h/9.5h
epoch 342/1000, train: loss=0.0872, val: psnr=24.7179, 33.7s 3.2h/9.5h
epoch 343/1000, train: loss=0.0873, val: psnr=24.7038, 33.8s 3.2h/9.5h
epoch 344/1000, train: loss=0.0874, val: psnr=24.6983, 33.7s 3.3h/9.5h
epoch 345/1000, train: loss=0.0874, val: psnr=24.7177, 33.8s 3.3h/9.5h
epoch 346/1000, train: loss=0.0872, val: psnr=24.7096, 33.5s 3.3h/9.5h
epoch 347/1000, train: loss=0.0878, val: psnr=24.6975, 33.9s 3.3h/9.5h
epoch 348/1000, train: loss=0.0874, val: psnr=24.7006, 33.6s 3.3h/9.5h
epoch 349/1000, train: loss=0.0876, val: psnr=24.7075, 34.0s 3.3h/9.5h
epoch 350/1000, train: loss=0.0881, val: psnr=24.7135, 33.9s 3.3h/9.5h
epoch 351/1000, train: loss=0.0872, val: psnr=24.6952, 33.8s 3.3h/9.5h
epoch 352/1000, train: loss=0.0873, val: psnr=24.7107, 33.9s 3.3h/9.5h
epoch 353/1000, train: loss=0.0874, val: psnr=24.7098, 33.7s 3.3h/9.5h
epoch 354/1000, train: loss=0.0870, val: psnr=24.7128, 33.9s 3.3h/9.4h
epoch 355/1000, train: loss=0.0878, val: psnr=24.6979, 33.9s 3.4h/9.4h
epoch 356/1000, train: loss=0.0879, val: psnr=24.7133, 34.1s 3.4h/9.4h
epoch 357/1000, train: loss=0.0870, val: psnr=24.6910, 34.1s 3.4h/9.5h
epoch 358/1000, train: loss=0.0877, val: psnr=24.7178, 33.8s 3.4h/9.4h
epoch 359/1000, train: loss=0.0880, val: psnr=24.7123, 34.0s 3.4h/9.4h
epoch 360/1000, train: loss=0.0873, val: psnr=24.7071, 33.9s 3.4h/9.4h
epoch 361/1000, train: loss=0.0871, val: psnr=24.6942, 34.0s 3.4h/9.4h
epoch 362/1000, train: loss=0.0872, val: psnr=24.6976, 33.9s 3.4h/9.4h
epoch 363/1000, train: loss=0.0874, val: psnr=24.7093, 33.8s 3.4h/9.4h
epoch 364/1000, train: loss=0.0883, val: psnr=24.7007, 33.9s 3.4h/9.4h
epoch 365/1000, train: loss=0.0875, val: psnr=24.7020, 34.1s 3.4h/9.4h
epoch 366/1000, train: loss=0.0872, val: psnr=24.6985, 33.9s 3.5h/9.4h
epoch 367/1000, train: loss=0.0874, val: psnr=24.7175, 33.7s 3.5h/9.4h
epoch 368/1000, train: loss=0.0872, val: psnr=24.7041, 33.8s 3.5h/9.4h
epoch 369/1000, train: loss=0.0875, val: psnr=24.7154, 33.6s 3.5h/9.4h
epoch 370/1000, train: loss=0.0876, val: psnr=24.7020, 33.3s 3.5h/9.4h
epoch 371/1000, train: loss=0.0874, val: psnr=24.6989, 33.6s 3.5h/9.4h
epoch 372/1000, train: loss=0.0875, val: psnr=24.7058, 33.8s 3.5h/9.4h
epoch 373/1000, train: loss=0.0880, val: psnr=24.7130, 33.6s 3.5h/9.4h
epoch 374/1000, train: loss=0.0876, val: psnr=24.7117, 33.7s 3.5h/9.4h
epoch 375/1000, train: loss=0.0874, val: psnr=24.6967, 33.5s 3.5h/9.4h
epoch 376/1000, train: loss=0.0878, val: psnr=24.7011, 33.7s 3.6h/9.4h
epoch 377/1000, train: loss=0.0871, val: psnr=24.7015, 34.0s 3.6h/9.4h
epoch 378/1000, train: loss=0.0872, val: psnr=24.6959, 33.9s 3.6h/9.4h
epoch 379/1000, train: loss=0.0871, val: psnr=24.7189, 34.0s 3.6h/9.4h
epoch 380/1000, train: loss=0.0872, val: psnr=24.6976, 33.9s 3.6h/9.4h
epoch 381/1000, train: loss=0.0869, val: psnr=24.6941, 34.1s 3.6h/9.4h
epoch 382/1000, train: loss=0.0874, val: psnr=24.7096, 33.9s 3.6h/9.4h
epoch 383/1000, train: loss=0.0876, val: psnr=24.7163, 35.1s 3.6h/9.4h
epoch 384/1000, train: loss=0.0869, val: psnr=24.7057, 34.8s 3.6h/9.4h
epoch 385/1000, train: loss=0.0873, val: psnr=24.7102, 33.8s 3.6h/9.4h
epoch 386/1000, train: loss=0.0878, val: psnr=24.7019, 34.2s 3.6h/9.4h
epoch 387/1000, train: loss=0.0874, val: psnr=24.6901, 33.8s 3.7h/9.4h
epoch 388/1000, train: loss=0.0873, val: psnr=24.6868, 34.0s 3.7h/9.4h
epoch 389/1000, train: loss=0.0880, val: psnr=24.7071, 33.7s 3.7h/9.4h
epoch 390/1000, train: loss=0.0875, val: psnr=24.7145, 33.9s 3.7h/9.4h
epoch 391/1000, train: loss=0.0874, val: psnr=24.6938, 34.0s 3.7h/9.4h
epoch 392/1000, train: loss=0.0875, val: psnr=24.6994, 33.8s 3.7h/9.4h
epoch 393/1000, train: loss=0.0873, val: psnr=24.6949, 33.9s 3.7h/9.4h
epoch 394/1000, train: loss=0.0877, val: psnr=24.7176, 33.8s 3.7h/9.4h
epoch 395/1000, train: loss=0.0868, val: psnr=24.7028, 33.8s 3.7h/9.4h
epoch 396/1000, train: loss=0.0872, val: psnr=24.7182, 34.8s 3.7h/9.4h
epoch 397/1000, train: loss=0.0869, val: psnr=24.7118, 34.8s 3.8h/9.4h
epoch 398/1000, train: loss=0.0871, val: psnr=24.6923, 34.9s 3.8h/9.4h
epoch 399/1000, train: loss=0.0869, val: psnr=24.7037, 35.0s 3.8h/9.4h
epoch 400/1000, train: loss=0.0872, val: psnr=24.7099, 33.8s 3.8h/9.4h
epoch 401/1000, train: loss=0.0873, val: psnr=24.7111, 33.5s 3.8h/9.4h
epoch 402/1000, train: loss=0.0871, val: psnr=24.7180, 33.6s 3.8h/9.4h
epoch 403/1000, train: loss=0.0873, val: psnr=24.7091, 33.8s 3.8h/9.4h
epoch 404/1000, train: loss=0.0873, val: psnr=24.7074, 35.0s 3.8h/9.4h
epoch 405/1000, train: loss=0.0865, val: psnr=24.7128, 35.4s 3.8h/9.4h
epoch 406/1000, train: loss=0.0875, val: psnr=24.7194, 34.8s 3.8h/9.5h
epoch 407/1000, train: loss=0.0877, val: psnr=24.7093, 33.7s 3.8h/9.5h
epoch 408/1000, train: loss=0.0871, val: psnr=24.6934, 35.6s 3.9h/9.5h
epoch 409/1000, train: loss=0.0873, val: psnr=24.7019, 35.6s 3.9h/9.5h
epoch 410/1000, train: loss=0.0874, val: psnr=24.7111, 36.0s 3.9h/9.5h
epoch 411/1000, train: loss=0.0879, val: psnr=24.7051, 35.6s 3.9h/9.5h
epoch 412/1000, train: loss=0.0874, val: psnr=24.7144, 34.6s 3.9h/9.5h
epoch 413/1000, train: loss=0.0869, val: psnr=24.7033, 35.3s 3.9h/9.5h
epoch 414/1000, train: loss=0.0873, val: psnr=24.7075, 35.2s 3.9h/9.5h
epoch 415/1000, train: loss=0.0871, val: psnr=24.7160, 35.2s 3.9h/9.5h
epoch 416/1000, train: loss=0.0873, val: psnr=24.7064, 35.7s 3.9h/9.5h
epoch 417/1000, train: loss=0.0870, val: psnr=24.7083, 35.5s 3.9h/9.5h
epoch 418/1000, train: loss=0.0870, val: psnr=24.6939, 35.4s 4.0h/9.5h
epoch 419/1000, train: loss=0.0868, val: psnr=24.7019, 34.2s 4.0h/9.5h
epoch 420/1000, train: loss=0.0875, val: psnr=24.7073, 34.5s 4.0h/9.5h
epoch 421/1000, train: loss=0.0868, val: psnr=24.7144, 34.2s 4.0h/9.5h
epoch 422/1000, train: loss=0.0878, val: psnr=24.7032, 34.1s 4.0h/9.5h
epoch 423/1000, train: loss=0.0877, val: psnr=24.7070, 35.6s 4.0h/9.5h
epoch 424/1000, train: loss=0.0871, val: psnr=24.6978, 35.9s 4.0h/9.5h
epoch 425/1000, train: loss=0.0869, val: psnr=24.7130, 34.9s 4.0h/9.5h
epoch 426/1000, train: loss=0.0875, val: psnr=24.7175, 35.0s 4.0h/9.5h
epoch 427/1000, train: loss=0.0868, val: psnr=24.7109, 34.7s 4.0h/9.5h
epoch 428/1000, train: loss=0.0876, val: psnr=24.7017, 35.4s 4.1h/9.5h
epoch 429/1000, train: loss=0.0870, val: psnr=24.7136, 35.1s 4.1h/9.5h
epoch 430/1000, train: loss=0.0871, val: psnr=24.7106, 35.5s 4.1h/9.5h
epoch 431/1000, train: loss=0.0876, val: psnr=24.6849, 35.2s 4.1h/9.5h
epoch 432/1000, train: loss=0.0875, val: psnr=24.6978, 35.5s 4.1h/9.5h
epoch 433/1000, train: loss=0.0876, val: psnr=24.6971, 34.5s 4.1h/9.5h
epoch 434/1000, train: loss=0.0868, val: psnr=24.7128, 34.0s 4.1h/9.5h
epoch 435/1000, train: loss=0.0876, val: psnr=24.7098, 33.8s 4.1h/9.5h
epoch 436/1000, train: loss=0.0870, val: psnr=24.7031, 34.8s 4.1h/9.5h
epoch 437/1000, train: loss=0.0875, val: psnr=24.7059, 35.5s 4.1h/9.5h
epoch 438/1000, train: loss=0.0873, val: psnr=24.7163, 36.5s 4.1h/9.5h
epoch 439/1000, train: loss=0.0875, val: psnr=24.6986, 35.5s 4.2h/9.5h
epoch 440/1000, train: loss=0.0872, val: psnr=24.7131, 34.3s 4.2h/9.5h
epoch 441/1000, train: loss=0.0875, val: psnr=24.7105, 39.5s 4.2h/9.5h
epoch 442/1000, train: loss=0.0873, val: psnr=24.7089, 34.9s 4.2h/9.5h
epoch 443/1000, train: loss=0.0873, val: psnr=24.7069, 35.5s 4.2h/9.5h
epoch 444/1000, train: loss=0.0871, val: psnr=24.7033, 36.4s 4.2h/9.5h
epoch 445/1000, train: loss=0.0866, val: psnr=24.7001, 34.9s 4.2h/9.5h
epoch 446/1000, train: loss=0.0868, val: psnr=24.6889, 34.9s 4.2h/9.5h
epoch 447/1000, train: loss=0.0873, val: psnr=24.7111, 35.0s 4.2h/9.5h
epoch 448/1000, train: loss=0.0876, val: psnr=24.7069, 34.8s 4.2h/9.5h
epoch 449/1000, train: loss=0.0874, val: psnr=24.7171, 35.3s 4.3h/9.5h
epoch 450/1000, train: loss=0.0872, val: psnr=24.7122, 34.4s 4.3h/9.5h
epoch 451/1000, train: loss=0.0874, val: psnr=24.7030, 34.9s 4.3h/9.5h
epoch 452/1000, train: loss=0.0873, val: psnr=24.7266, 33.8s 4.3h/9.5h
epoch 453/1000, train: loss=0.0872, val: psnr=24.7079, 33.9s 4.3h/9.5h
epoch 454/1000, train: loss=0.0867, val: psnr=24.7037, 34.0s 4.3h/9.5h
epoch 455/1000, train: loss=0.0871, val: psnr=24.7125, 33.9s 4.3h/9.5h
epoch 456/1000, train: loss=0.0871, val: psnr=24.7213, 33.8s 4.3h/9.5h
epoch 457/1000, train: loss=0.0872, val: psnr=24.7050, 33.9s 4.3h/9.5h
epoch 458/1000, train: loss=0.0872, val: psnr=24.6978, 33.7s 4.3h/9.5h
epoch 459/1000, train: loss=0.0875, val: psnr=24.7031, 33.7s 4.4h/9.5h
epoch 460/1000, train: loss=0.0876, val: psnr=24.7074, 33.9s 4.4h/9.5h
epoch 461/1000, train: loss=0.0871, val: psnr=24.7138, 33.8s 4.4h/9.5h
epoch 462/1000, train: loss=0.0867, val: psnr=24.7134, 33.7s 4.4h/9.5h
epoch 463/1000, train: loss=0.0878, val: psnr=24.7123, 34.1s 4.4h/9.5h
epoch 464/1000, train: loss=0.0877, val: psnr=24.6986, 34.0s 4.4h/9.5h
epoch 465/1000, train: loss=0.0873, val: psnr=24.7144, 31.8s 4.4h/9.5h
epoch 466/1000, train: loss=0.0870, val: psnr=24.6983, 31.7s 4.4h/9.5h
epoch 467/1000, train: loss=0.0869, val: psnr=24.7003, 31.8s 4.4h/9.5h
epoch 468/1000, train: loss=0.0874, val: psnr=24.7163, 32.0s 4.4h/9.5h
epoch 469/1000, train: loss=0.0876, val: psnr=24.7075, 31.9s 4.4h/9.5h
epoch 470/1000, train: loss=0.0871, val: psnr=24.7121, 31.9s 4.5h/9.5h
epoch 471/1000, train: loss=0.0870, val: psnr=24.6943, 31.9s 4.5h/9.5h
epoch 472/1000, train: loss=0.0873, val: psnr=24.7192, 31.7s 4.5h/9.5h
epoch 473/1000, train: loss=0.0871, val: psnr=24.7033, 31.9s 4.5h/9.5h
epoch 474/1000, train: loss=0.0874, val: psnr=24.7101, 31.9s 4.5h/9.5h
epoch 475/1000, train: loss=0.0876, val: psnr=24.7141, 31.8s 4.5h/9.5h
epoch 476/1000, train: loss=0.0871, val: psnr=24.7094, 32.9s 4.5h/9.5h
epoch 477/1000, train: loss=0.0874, val: psnr=24.7024, 33.1s 4.5h/9.5h
epoch 478/1000, train: loss=0.0878, val: psnr=24.7101, 32.5s 4.5h/9.5h
epoch 479/1000, train: loss=0.0871, val: psnr=24.7145, 32.6s 4.5h/9.5h
epoch 480/1000, train: loss=0.0872, val: psnr=24.7099, 32.1s 4.5h/9.5h
epoch 481/1000, train: loss=0.0880, val: psnr=24.7158, 31.9s 4.6h/9.5h
epoch 482/1000, train: loss=0.0871, val: psnr=24.7224, 32.0s 4.6h/9.5h
epoch 483/1000, train: loss=0.0872, val: psnr=24.7073, 32.1s 4.6h/9.5h
epoch 484/1000, train: loss=0.0870, val: psnr=24.7116, 31.9s 4.6h/9.5h
epoch 485/1000, train: loss=0.0868, val: psnr=24.7125, 32.0s 4.6h/9.5h
epoch 486/1000, train: loss=0.0874, val: psnr=24.7040, 32.1s 4.6h/9.5h
epoch 487/1000, train: loss=0.0874, val: psnr=24.6961, 33.1s 4.6h/9.5h
epoch 488/1000, train: loss=0.0871, val: psnr=24.7108, 32.1s 4.6h/9.5h
epoch 489/1000, train: loss=0.0869, val: psnr=24.7078, 33.3s 4.6h/9.5h
epoch 490/1000, train: loss=0.0867, val: psnr=24.6905, 34.6s 4.6h/9.5h
epoch 491/1000, train: loss=0.0871, val: psnr=24.7013, 31.9s 4.6h/9.5h
epoch 492/1000, train: loss=0.0870, val: psnr=24.7137, 32.2s 4.6h/9.5h
epoch 493/1000, train: loss=0.0873, val: psnr=24.7042, 33.6s 4.7h/9.5h
epoch 494/1000, train: loss=0.0876, val: psnr=24.7125, 32.2s 4.7h/9.4h
epoch 495/1000, train: loss=0.0874, val: psnr=24.7069, 32.0s 4.7h/9.4h
epoch 496/1000, train: loss=0.0868, val: psnr=24.7099, 32.2s 4.7h/9.4h
epoch 497/1000, train: loss=0.0869, val: psnr=24.7046, 32.1s 4.7h/9.4h
epoch 498/1000, train: loss=0.0869, val: psnr=24.7057, 33.7s 4.7h/9.4h
epoch 499/1000, train: loss=0.0879, val: psnr=24.7179, 32.3s 4.7h/9.4h
epoch 500/1000, train: loss=0.0870, val: psnr=24.7080, 31.9s 4.7h/9.4h
epoch 501/1000, train: loss=0.0873, val: psnr=24.7019, 31.9s 4.7h/9.4h
epoch 502/1000, train: loss=0.0877, val: psnr=24.6962, 31.8s 4.7h/9.4h
epoch 503/1000, train: loss=0.0871, val: psnr=24.7103, 32.0s 4.7h/9.4h
epoch 504/1000, train: loss=0.0872, val: psnr=24.7156, 34.9s 4.8h/9.4h
epoch 505/1000, train: loss=0.0872, val: psnr=24.7026, 33.0s 4.8h/9.4h
epoch 506/1000, train: loss=0.0870, val: psnr=24.7042, 32.3s 4.8h/9.4h
epoch 507/1000, train: loss=0.0872, val: psnr=24.7052, 32.1s 4.8h/9.4h
epoch 508/1000, train: loss=0.0869, val: psnr=24.6988, 31.8s 4.8h/9.4h
epoch 509/1000, train: loss=0.0866, val: psnr=24.6987, 33.4s 4.8h/9.4h
epoch 510/1000, train: loss=0.0869, val: psnr=24.7072, 33.0s 4.8h/9.4h
epoch 511/1000, train: loss=0.0870, val: psnr=24.7111, 33.2s 4.8h/9.4h
epoch 512/1000, train: loss=0.0869, val: psnr=24.6924, 34.0s 4.8h/9.4h
epoch 513/1000, train: loss=0.0871, val: psnr=24.7115, 32.5s 4.8h/9.4h
epoch 514/1000, train: loss=0.0876, val: psnr=24.7049, 33.0s 4.8h/9.4h
epoch 515/1000, train: loss=0.0870, val: psnr=24.7071, 33.1s 4.9h/9.4h
epoch 516/1000, train: loss=0.0872, val: psnr=24.6923, 33.2s 4.9h/9.4h
epoch 517/1000, train: loss=0.0871, val: psnr=24.7165, 33.8s 4.9h/9.4h
epoch 518/1000, train: loss=0.0873, val: psnr=24.7026, 33.2s 4.9h/9.4h
epoch 519/1000, train: loss=0.0869, val: psnr=24.7124, 33.7s 4.9h/9.4h
epoch 520/1000, train: loss=0.0874, val: psnr=24.6918, 33.7s 4.9h/9.4h
epoch 521/1000, train: loss=0.0871, val: psnr=24.7136, 32.8s 4.9h/9.4h
epoch 522/1000, train: loss=0.0869, val: psnr=24.7177, 34.0s 4.9h/9.4h
epoch 523/1000, train: loss=0.0877, val: psnr=24.7038, 34.0s 4.9h/9.4h
epoch 524/1000, train: loss=0.0872, val: psnr=24.7217, 34.0s 4.9h/9.4h
epoch 525/1000, train: loss=0.0874, val: psnr=24.7127, 33.0s 5.0h/9.4h
epoch 526/1000, train: loss=0.0876, val: psnr=24.7066, 33.5s 5.0h/9.4h
epoch 527/1000, train: loss=0.0876, val: psnr=24.7055, 34.2s 5.0h/9.4h
epoch 528/1000, train: loss=0.0875, val: psnr=24.7102, 35.0s 5.0h/9.4h
epoch 529/1000, train: loss=0.0869, val: psnr=24.7153, 34.3s 5.0h/9.4h
epoch 530/1000, train: loss=0.0872, val: psnr=24.6994, 34.4s 5.0h/9.4h
epoch 531/1000, train: loss=0.0873, val: psnr=24.7130, 33.3s 5.0h/9.4h
epoch 532/1000, train: loss=0.0876, val: psnr=24.7192, 33.7s 5.0h/9.4h
epoch 533/1000, train: loss=0.0875, val: psnr=24.7127, 33.7s 5.0h/9.4h
epoch 534/1000, train: loss=0.0867, val: psnr=24.7139, 33.9s 5.0h/9.4h
epoch 535/1000, train: loss=0.0872, val: psnr=24.7149, 33.6s 5.0h/9.4h
epoch 536/1000, train: loss=0.0870, val: psnr=24.7055, 33.4s 5.1h/9.4h
epoch 537/1000, train: loss=0.0874, val: psnr=24.7065, 34.5s 5.1h/9.4h
epoch 538/1000, train: loss=0.0876, val: psnr=24.7147, 34.5s 5.1h/9.4h
epoch 539/1000, train: loss=0.0875, val: psnr=24.7006, 33.5s 5.1h/9.4h
epoch 540/1000, train: loss=0.0869, val: psnr=24.7091, 32.6s 5.1h/9.4h
epoch 541/1000, train: loss=0.0874, val: psnr=24.7093, 32.7s 5.1h/9.4h
epoch 542/1000, train: loss=0.0869, val: psnr=24.7077, 33.2s 5.1h/9.4h
epoch 543/1000, train: loss=0.0871, val: psnr=24.7160, 34.1s 5.1h/9.4h
epoch 544/1000, train: loss=0.0869, val: psnr=24.7004, 33.9s 5.1h/9.4h
epoch 545/1000, train: loss=0.0872, val: psnr=24.7141, 34.3s 5.1h/9.4h
epoch 546/1000, train: loss=0.0871, val: psnr=24.7031, 33.5s 5.1h/9.4h
epoch 547/1000, train: loss=0.0865, val: psnr=24.7052, 33.8s 5.2h/9.4h
epoch 548/1000, train: loss=0.0871, val: psnr=24.6978, 33.3s 5.2h/9.4h
epoch 549/1000, train: loss=0.0873, val: psnr=24.6989, 34.6s 5.2h/9.4h
epoch 550/1000, train: loss=0.0875, val: psnr=24.7020, 34.0s 5.2h/9.4h
epoch 551/1000, train: loss=0.0869, val: psnr=24.7161, 34.4s 5.2h/9.4h
epoch 552/1000, train: loss=0.0876, val: psnr=24.7102, 34.8s 5.2h/9.4h
epoch 553/1000, train: loss=0.0867, val: psnr=24.7182, 33.4s 5.2h/9.4h
epoch 554/1000, train: loss=0.0867, val: psnr=24.7054, 33.2s 5.2h/9.4h
epoch 555/1000, train: loss=0.0872, val: psnr=24.6994, 32.6s 5.2h/9.4h
epoch 556/1000, train: loss=0.0876, val: psnr=24.7012, 32.7s 5.2h/9.4h
epoch 557/1000, train: loss=0.0871, val: psnr=24.7038, 33.1s 5.3h/9.4h
epoch 558/1000, train: loss=0.0868, val: psnr=24.7107, 32.5s 5.3h/9.4h
epoch 559/1000, train: loss=0.0871, val: psnr=24.7166, 32.3s 5.3h/9.4h
epoch 560/1000, train: loss=0.0867, val: psnr=24.7037, 32.7s 5.3h/9.4h
epoch 561/1000, train: loss=0.0872, val: psnr=24.6896, 32.6s 5.3h/9.4h
epoch 562/1000, train: loss=0.0872, val: psnr=24.7073, 32.6s 5.3h/9.4h
epoch 563/1000, train: loss=0.0877, val: psnr=24.7004, 33.9s 5.3h/9.4h
epoch 564/1000, train: loss=0.0874, val: psnr=24.7045, 33.6s 5.3h/9.4h
epoch 565/1000, train: loss=0.0878, val: psnr=24.7183, 34.2s 5.3h/9.4h
epoch 566/1000, train: loss=0.0870, val: psnr=24.7084, 33.8s 5.3h/9.4h
epoch 567/1000, train: loss=0.0873, val: psnr=24.7176, 33.7s 5.3h/9.4h
epoch 568/1000, train: loss=0.0873, val: psnr=24.6989, 32.9s 5.4h/9.4h
epoch 569/1000, train: loss=0.0879, val: psnr=24.6849, 32.6s 5.4h/9.4h
epoch 570/1000, train: loss=0.0871, val: psnr=24.7126, 33.2s 5.4h/9.4h
epoch 571/1000, train: loss=0.0873, val: psnr=24.7111, 33.2s 5.4h/9.4h
epoch 572/1000, train: loss=0.0875, val: psnr=24.7023, 33.1s 5.4h/9.4h
epoch 573/1000, train: loss=0.0868, val: psnr=24.7064, 33.4s 5.4h/9.4h
epoch 574/1000, train: loss=0.0869, val: psnr=24.7023, 33.4s 5.4h/9.4h
epoch 575/1000, train: loss=0.0871, val: psnr=24.7043, 33.6s 5.4h/9.4h
epoch 576/1000, train: loss=0.0867, val: psnr=24.7110, 33.2s 5.4h/9.4h
epoch 577/1000, train: loss=0.0874, val: psnr=24.7152, 32.6s 5.4h/9.4h
epoch 578/1000, train: loss=0.0876, val: psnr=24.7087, 33.3s 5.4h/9.4h
epoch 579/1000, train: loss=0.0867, val: psnr=24.7131, 32.4s 5.5h/9.4h
epoch 580/1000, train: loss=0.0871, val: psnr=24.7149, 32.5s 5.5h/9.4h
epoch 581/1000, train: loss=0.0870, val: psnr=24.7089, 33.1s 5.5h/9.4h
epoch 582/1000, train: loss=0.0873, val: psnr=24.7012, 32.6s 5.5h/9.4h
epoch 583/1000, train: loss=0.0872, val: psnr=24.7068, 32.5s 5.5h/9.4h
epoch 584/1000, train: loss=0.0871, val: psnr=24.7047, 32.5s 5.5h/9.4h
epoch 585/1000, train: loss=0.0869, val: psnr=24.6972, 32.6s 5.5h/9.4h
epoch 586/1000, train: loss=0.0873, val: psnr=24.7075, 32.7s 5.5h/9.4h
epoch 587/1000, train: loss=0.0873, val: psnr=24.7126, 32.6s 5.5h/9.4h
epoch 588/1000, train: loss=0.0873, val: psnr=24.7025, 33.5s 5.5h/9.4h
epoch 589/1000, train: loss=0.0872, val: psnr=24.7166, 32.5s 5.5h/9.4h
epoch 590/1000, train: loss=0.0871, val: psnr=24.6904, 32.5s 5.6h/9.4h
epoch 591/1000, train: loss=0.0865, val: psnr=24.7066, 32.5s 5.6h/9.4h
epoch 592/1000, train: loss=0.0870, val: psnr=24.7124, 32.5s 5.6h/9.4h
epoch 593/1000, train: loss=0.0873, val: psnr=24.7010, 32.8s 5.6h/9.4h
epoch 594/1000, train: loss=0.0874, val: psnr=24.7264, 32.5s 5.6h/9.4h
epoch 595/1000, train: loss=0.0878, val: psnr=24.7133, 32.6s 5.6h/9.4h
